POS,SentenceID
"[('The', 'DT'), ('Nobel', 'NNP'), ('Foundation', 'NNP'), ('reached', 'VBD'), ('an', 'DT'), ('agreement', 'NN'), ('on', 'IN'), ('guidelines', 'NNS'), ('for', 'IN'), ('how', 'WRB'), ('the', 'DT'), ('prizes', 'NNS'), ('should', 'MD'), ('be', 'VB'), ('awarded', 'VBN'), (',', ','), ('and', 'CC'), ('in', 'IN'), ('1900', 'CD'), (',', ','), ('the', 'DT'), ('Nobel', 'NNP'), ('Foundation', 'NNP'), (""'s"", 'POS'), ('newly-created', 'JJ'), ('statutes', 'NNS'), ('were', 'VBD'), ('promulgated', 'VBN'), ('by', 'IN'), ('King', 'VBG'), ('Oscar', 'NNP'), ('II', 'NNP'), ('.', '.')]",293fbf3c-3dff-44bf-bb0b-6cf127aabd7b
"[('Solar', 'JJ'), ('technologies', 'NNS'), ('are', 'VBP'), ('broadly', 'RB'), ('characterized', 'VBN'), ('as', 'IN'), ('either', 'DT'), ('passive', 'JJ'), ('solar', 'NN'), ('or', 'CC'), ('active', 'JJ'), ('solar', 'JJ'), ('depending', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('way', 'NN'), ('they', 'PRP'), ('capture', 'VBP'), (',', ','), ('convert', 'JJ'), ('and', 'CC'), ('distribute', 'JJ'), ('solar', 'JJ'), ('energy', 'NN'), ('.', '.')]",05d260a3-d857-47e0-8fff-0e5e1f7d3e6c
"[('Manaus', 'NNP'), ('alone', 'RB'), ('represents', 'VBZ'), ('approximately', 'RB'), ('50', 'CD'), ('%', 'NN'), ('of', 'IN'), ('the', 'DT'), ('population', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Brazilian', 'JJ'), ('state', 'NN'), ('of', 'IN'), ('Amazonas', 'NNP'), (',', ','), ('which', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('largest', 'JJS'), ('state', 'NN'), ('.', '.')]",fb74fae8-7b7b-4952-a074-a723a41fb48f
"[('In', 'IN'), ('the', 'DT'), ('summer', 'NN'), ('of', 'IN'), ('1995', 'CD'), (',', ','), ('a', 'DT'), ('statue', 'NN'), ('of', 'IN'), ('Alexander', 'NNP'), ('was', 'VBD'), ('recovered', 'VBN'), ('in', 'IN'), ('an', 'DT'), ('excavation', 'NN'), ('of', 'IN'), ('a', 'DT'), ('Roman', 'NNP'), ('house', 'NN'), ('in', 'IN'), ('Alexandria', 'NNP'), (',', ','), ('which', 'WDT'), ('was', 'VBD'), ('richly', 'RB'), ('decorated', 'VBN'), ('with', 'IN'), ('mosaic', 'NN'), ('and', 'CC'), ('marble', 'JJ'), ('pavements', 'NNS'), ('and', 'CC'), ('probably', 'RB'), ('was', 'VBD'), ('constructed', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('1st', 'JJ'), ('century', 'NN'), ('AD', 'NNP'), ('and', 'CC'), ('occupied', 'VBN'), ('until', 'IN'), ('the', 'DT'), ('3rd', 'JJ'), ('century', 'NN'), ('.', '.')]",41252267-3d3b-4c3c-b3cd-b09ff69a9388
"[('So', 'RB'), ('those', 'DT'), ('sorts', 'NNS'), ('of', 'IN'), ('materials', 'NNS'), ('need', 'VBP'), ('to', 'TO'), ('be', 'VB'), ('handled', 'VBN'), ('very', 'RB'), ('carefully', 'RB'), ('.', '.'), (""'"", ""''"")]",2515b0b9-856b-401c-8f9f-24907109fdb6
"[('The', 'DT'), ('Coast', 'NNP'), ('Salish', 'NNP'), ('managed', 'VBD'), ('their', 'PRP$'), ('natural', 'JJ'), ('resources', 'NNS'), ('in', 'IN'), ('a', 'DT'), ('place-based', 'JJ'), ('system', 'NN'), ('in', 'IN'), ('which', 'WDT'), ('families', 'NNS'), ('were', 'VBD'), ('responsible', 'JJ'), ('for', 'IN'), ('looking', 'VBG'), ('after', 'IN'), ('a', 'DT'), ('place', 'NN'), ('and', 'CC'), ('its', 'PRP$'), ('resources', 'NNS'), ('.', '.')]",86f063e1-1c6b-40c1-9598-6da2e2e1af8a
"[('The', 'DT'), ('Amazon', 'NNP'), ('Basin', 'NNP'), (',', ','), ('the', 'DT'), ('largest', 'JJS'), ('drainage', 'NN'), ('basin', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), (',', ','), ('covers', 'VBZ'), ('about', 'IN'), ('40', 'CD'), ('percent', 'NN'), ('of', 'IN'), ('South', 'NNP'), ('America', 'NNP'), (',', ','), ('an', 'DT'), ('area', 'NN'), ('of', 'IN'), ('approximately', 'RB'), ('.', '.')]",2694d39b-ec26-4145-9226-c321a7303624
"[('Columbus', 'NNP'), ('called', 'VBD'), ('the', 'DT'), ('island', 'NN'), ('(', '('), ('in', 'IN'), ('what', 'WP'), ('is', 'VBZ'), ('now', 'RB'), ('The', 'DT'), ('Bahamas', 'NNPS'), (')', ')'), ('San', 'NNP'), ('Salvador', 'NNP'), (';', ':'), ('the', 'DT'), ('natives', 'NNS'), ('called', 'VBD'), ('it', 'PRP'), ('Guanahani', 'NNP'), ('.', '.')]",047d5f47-e162-4568-84f3-c113fae4bbda
"[('With', 'IN'), ('a', 'DT'), ('margin', 'NN'), ('of', 'IN'), ('error', 'NN'), ('of', 'IN'), ('10', 'CD'), ('minutes', 'NNS'), (',', ','), ('Old', 'NNP'), ('Faithful', 'NNP'), ('will', 'MD'), ('erupt', 'VB'), ('65', 'CD'), ('minutes', 'NNS'), ('after', 'IN'), ('an', 'DT'), ('eruption', 'NN'), ('lasting', 'VBG'), ('less', 'JJR'), ('than', 'IN'), ('2.5', 'CD'), ('minutes', 'NNS'), ('or', 'CC'), ('91', 'CD'), ('minutes', 'NNS'), ('after', 'IN'), ('an', 'DT'), ('eruption', 'NN'), ('lasting', 'VBG'), ('more', 'JJR'), ('than', 'IN'), ('2.5', 'CD'), ('minutes', 'NNS'), ('.', '.')]",6ef2aa52-354f-41e4-bfca-a55f92a72bd7
"[('The', 'DT'), ('best-known', 'JJ'), ('Br\xc4\x81hm\xc4\xab', 'NNP'), ('inscriptions', 'NNS'), ('are', 'VBP'), ('the', 'DT'), ('rock-cut', 'JJ'), ('edicts', 'NNS'), ('of', 'IN'), ('Ashoka', 'NNP'), ('in', 'IN'), ('north-central', 'JJ'), ('India', 'NNP'), (',', ','), ('dated', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('3rd', 'JJ'), ('century', 'NN'), ('BC', 'NNP'), ('.', '.')]",95bdc13d-069e-429a-b132-3409d16d5b7a
"[('About', 'RB'), ('7.5', 'CD'), ('%', 'NN'), ('of', 'IN'), ('world', 'NN'), ('sea', 'NN'), ('trade', 'NN'), ('is', 'VBZ'), ('carried', 'VBN'), ('via', 'IN'), ('the', 'DT'), ('canal', 'JJ'), ('today', 'NN'), ('.', '.')]",8d8bc608-1eb2-472b-866b-24813394bceb
"[('In', 'IN'), ('January', 'NNP'), ('1973', 'CD'), (',', ','), ('Presley', 'NNP'), ('performed', 'VBD'), ('two', 'CD'), ('benefit', 'NN'), ('concerts', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('Kui', 'NNP'), ('Lee', 'NNP'), ('Cancer', 'NNP'), ('Fund', 'NNP'), ('in', 'IN'), ('connection', 'NN'), ('with', 'IN'), ('a', 'DT'), ('groundbreaking', 'VBG'), ('TV', 'NN'), ('special', 'JJ'), (',', ','), ('Aloha', 'NNP'), ('from', 'IN'), ('Hawaii', 'NNP'), ('.', '.')]",544a7091-2a8b-447e-bf05-37d06d3fc9f9
"[('Meanwhile', 'RB'), (',', ','), ('the', 'DT'), ('Germanic', 'NNP'), ('Lombards', 'NNP'), ('invaded', 'VBD'), ('Italy', 'NNP'), (';', ':'), ('by', 'IN'), ('the', 'DT'), ('end', 'NN'), ('of', 'IN'), ('the', 'DT'), ('century', 'NN'), ('only', 'RB'), ('a', 'DT'), ('third', 'NN'), ('of', 'IN'), ('Italy', 'NNP'), ('was', 'VBD'), ('in', 'IN'), ('Byzantine', 'NNP'), ('hands', 'NNS'), ('.', '.')]",fcf2e5fb-81b2-4571-a0e5-d0bff599999d
"[('Nearly', 'RB'), ('all', 'DT'), ('research', 'NN'), ('to', 'TO'), ('date', 'NN'), ('has', 'VBZ'), ('made', 'VBN'), ('use', 'NN'), ('of', 'IN'), ('mouse', 'NN'), ('embryonic', 'JJ'), ('stem', 'NN'), ('cells', 'NNS'), ('(', '('), ('mES', 'NN'), (')', ')'), ('or', 'CC'), ('human', 'JJ'), ('embryonic', 'JJ'), ('stem', 'NN'), ('cells', 'NNS'), ('(', '('), ('hES', 'NN'), (')', ')'), ('.', '.')]",c4c3bc4a-38ce-4cbb-b476-93118c345696
